E,pt,eta,phi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691571,357350,1.26899,-0.126331;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.33E+06,1.32E+06,-0.030826,-0.127139;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.16E+06,716807,1.05953,0.127856;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774899,453665,1.12651,0.128216;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862668,845824,0.162504,-0.128986;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08E+06,767246,0.871149,-0.128996;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871399,612405,-0.888767,-0.130626;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514306,502298,0.107662,0.130652;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608381,582948,0.0918687,-0.13086;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.09E+06,523844,-2.46077,-0.13151;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640441,624463,-0.0170009,0.131635;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960403,944340,0.138736,0.132425;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.67E+06,717517,-1.48769,-0.132897;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756008,551110,-0.83577,-0.132924;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767202,635629,0.541429,0.134634;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.57E+06,667781,1.49424,-0.134867;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976317,518130,-1.23769,-0.135074;j,,,,,,,,,,,,,,,,30051.1,23742.8,-0.70012,0.119521;,,,,,,,,,,,,
1.06E+06,854259,-0.67559,-0.135836;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591809,543752,0.3064,-0.136767;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555438,489624,-0.435591,0.138328;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373375,368341,-0.0232793,0.138359;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464186,419753,-0.434811,0.138396;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.23E+06,905702,-0.816082,0.138526;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328952,276089,0.600064,0.138668;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810142,363874,-1.4362,-0.138965;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779729,637995,0.647505,-0.139223;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982361,438940,1.44379,-0.139253;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716186,646538,0.450618,-0.139937;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349763,332457,0.298038,-0.140231;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602566,567019,-0.258944,0.140245;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389404,244362,-1.0404,-0.141037;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842727,804916,-0.277057,-0.141224;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446044,380416,0.544546,-0.14177;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434066,404632,-0.347695,0.142934;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332946,326205,0.143978,0.143277;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682898,556421,-0.65396,0.143618;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622723,615035,-0.144311,0.14415;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.24E+06,1.24E+06,-0.00763885,-0.144568;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489180,399856,0.652204,0.145511;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889644,648706,0.836361,-0.145926;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.04E+06,312293,-1.87209,0.146571;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436095,317229,0.840475,0.146788;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469963,451427,-0.193411,0.147696;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610461,492905,-0.656562,0.151551;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963678,255486,2.00098,0.152009;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789555,596685,-0.7825,0.152485;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599116,433708,-0.846812,-0.152741;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474088,311471,0.97678,-0.153978;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806974,772338,0.0413171,0.154243;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.25E+06,322907,2.02769,0.15471;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581619,539385,-0.317288,-0.157611;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.06E+06,371374,-1.7089,-0.158553;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712929,606188,0.557416,0.158717;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.40E+06,663725,1.37868,-0.159351;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.22E+06,1.08E+06,0.483765,0.159681;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612846,428467,-0.871261,-0.160178;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957399,425441,1.44347,0.160372;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.47E+06,1.42E+06,0.273415,0.161063;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.10E+06,396721,-1.67317,0.161968;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667038,520398,0.729773,-0.162185;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373759,363783,-0.155167,0.163306;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.32E+06,649742,1.32823,0.164977;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.28E+06,931455,0.832136,-0.16508;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.32E+06,977284,0.803572,-0.165476;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.22E+06,634010,-1.26779,-0.165967;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630471,437010,0.894416,-0.169129;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368304,343678,-0.307711,-0.169673;j,,,,,,,,,,,,,,,,29922,29571.7,0.0836307,2.37587;j,107623,27872.1,2.02573,1.8874;,,,,,,,,
422764,419476,-0.0547193,0.170841;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802530,666955,0.614904,-0.170914;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625386,593184,0.19834,-0.173753;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503138,405955,0.63471,-0.173791;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.42E+06,1.04E+06,-0.814031,-0.175191;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631007,284042,-1.43342,0.175317;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320463,289122,-0.424034,-0.175709;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745788,433795,-1.13478,0.17635;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479141,471524,-0.0526449,-0.177123;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.80E+06,457363,2.04742,0.178789;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480965,445760,0.378998,-0.178985;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955881,819377,-0.560461,-0.179563;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50E+06,643301,-1.48944,-0.179674;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+06,1.29E+06,-0.304924,0.181084;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764150,666263,-0.443286,-0.182143;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514462,510786,0.0125907,-0.182189;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460191,315725,0.912145,0.184611;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.04E+06,818822,-0.700587,-0.185044;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980584,809459,-0.635317,-0.186794;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630744,528863,-0.600288,-0.187897;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14E+06,195142,-2.45426,0.188464;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926108,433800,-1.39027,-0.188856;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14E+06,697735,-1.07383,0.188914;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337202,324242,-0.257826,-0.189227;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+06,1.25E+06,0.429734,0.190766;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838401,782112,0.314344,0.19245;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21E+06,736367,1.07511,-0.192672;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671426,558363,0.622665,-0.192712;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492727,379091,-0.750122,0.193656;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790652,759740,0.272065,-0.193787;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720072,602140,0.607035,-0.19391;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730777,711911,-0.0685738,0.194824;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402865,342495,0.571278,0.19559;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581622,357738,-1.06184,-0.196281;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831144,767726,0.398969,-0.196474;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338804,305491,0.452124,0.197299;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522296,342313,0.980574,0.198179;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554835,491441,0.455072,0.198216;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.39E+06,762407,-1.20087,-0.199049;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784956,609474,0.737766,-0.200082;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530782,464120,-0.526745,0.200337;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482110,416438,0.545921,0.200754;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802978,606971,-0.779902,0.200783;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297663,288720,-0.179977,0.201498;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465653,447776,-0.0782121,0.202952;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.03E+06,587271,1.15735,0.20407;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679967,585418,-0.556602,-0.204172;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601154,577298,0.243485,-0.204398;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520309,192437,1.64991,0.20502;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.06E+06,871053,0.631559,-0.20502;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768495,544492,0.874815,0.205105;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913401,642625,-0.880865,0.20514;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.31E+06,525162,-1.56182,0.205647;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426018,418388,-0.13388,-0.207183;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580531,570078,-0.149074,-0.207331;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316792,294250,0.360522,-0.207394;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.42E+06,943018,0.963038,0.207977;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498926,496904,0.0577043,-0.208137;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710937,241880,-1.74085,0.208759;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72E+06,397824,2.14553,0.20955;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781464,769230,-0.121016,-0.21085;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01E+06,987220,0.213142,0.21204;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558410,518642,0.356871,-0.213229;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432192,413353,0.274367,-0.213696;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895612,626511,0.895294,-0.213762;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.38E+06,428101,1.83961,-0.214242;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853929,517879,-1.08036,0.21451;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724038,179043,-2.0736,-0.214826;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589868,544744,-0.291837,0.214937;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945692,879044,0.382791,0.214953;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.74E+06,905406,1.26873,0.215079;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.42E+06,701501,-1.33215,-0.215286;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346837,218331,1.03486,0.215779;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690135,518202,-0.78831,0.2171;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.05E+06,312308,1.876,-0.217483;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622271,335223,1.21749,0.217801;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284392,280179,0.157049,-0.217896;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396233,394684,0.0162391,0.218022;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572988,564336,0.153337,0.218508;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.04E+06,856770,0.640876,0.219132;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408232,332687,0.655832,-0.219146;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753915,646030,0.524516,0.220028;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.95E+06,764348,1.58554,0.220109;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675505,324091,-1.36221,0.220436;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.91E+06,1.07E+06,1.17395,-0.220984;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522079,490366,0.260627,0.221709;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58E+06,501449,-2.32108,-0.222398;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.65E+06,257319,2.54708,-0.222636;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402247,363071,-0.446515,0.223308;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.34E+06,809942,1.09008,0.224627;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.04E+06,497261,-1.36357,-0.225321;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408917,251809,1.06514,0.225395;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.49E+06,524808,1.70323,-0.226545;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597120,589393,0.131238,0.227309;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750154,608654,0.666592,0.227851;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777832,760474,0.113017,-0.227852;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887563,497273,-1.18018,-0.228778;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252940,239110,-0.0142824,0.230701;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945322,941129,0.0123582,0.230878;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833870,704822,-0.58275,0.232119;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398158,393888,0.0664015,-0.233432;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663177,554790,0.604368,-0.233698;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139832,138966,-0.0454701,0.233776;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.07E+06,965496,0.445577,-0.233957;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.98E+06,1.22E+06,-1.06534,0.234737;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418433,404070,0.134239,-0.236905;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360072,346344,-0.250046,-0.237403;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633905,577005,-0.431079,-0.237523;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729627,695816,0.285442,0.23812;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784766,749861,0.232181,-0.239403;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459126,388167,0.587216,0.239652;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686695,530707,-0.748338,0.240765;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773543,473308,1.06869,0.240777;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542974,411549,-0.771683,-0.241409;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936044,318969,-1.73907,-0.242013;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960085,586766,1.07197,-0.242062;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768007,666857,0.523488,0.242102;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847199,780105,-0.398836,0.242362;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56E+06,696966,1.44462,0.242461;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544121,538103,-0.0786966,-0.242947;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668179,555417,0.624794,-0.243675;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847969,811958,0.276566,-0.243739;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645892,505758,0.720394,0.243873;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.36E+06,903693,-1.61589,0.244719;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702656,240969,1.72879,0.24484;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517396,433084,0.58463,-0.245043;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395098,303162,-0.754448,0.245063;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976264,945457,0.251511,0.245201;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959219,335769,1.71031,-0.24616;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36E+06,411555,-1.86457,0.246438;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01E+06,577431,1.14836,0.246518;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475286,398892,-0.601249,-0.246739;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880984,467847,1.24215,0.247024;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418604,298611,-0.865358,0.247619;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753966,509267,0.941136,-0.248487;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839296,324431,1.60295,-0.248622;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933481,547715,1.12431,0.24909;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831410,720730,0.543497,0.249507;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971010,545290,1.17453,-0.249532;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.35E+06,934936,-0.913532,0.250139;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784604,758164,0.147478,0.250393;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389299,388344,-0.0373969,0.250977;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623718,436369,0.89017,0.251296;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539171,479655,-0.490911,-0.251703;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814604,627619,-0.723797,0.251941;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943112,584832,-1.05494,0.252004;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522235,449482,-0.55473,0.252926;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297333,292225,0.110396,-0.253669;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674813,507287,0.784744,0.253693;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934926,796810,0.560783,0.25383;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985318,750491,-0.768969,-0.254238;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56E+06,936885,1.091,-0.254305;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.11E+06,911465,-0.641774,-0.254317;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338345,330009,-0.211987,0.255454;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.09E+06,656144,-1.09605,0.255568;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.09E+06,696727,-1.0176,-0.255652;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517836,415693,-0.672134,0.255826;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457536,228221,-1.31789,0.255832;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713568,690317,0.244749,0.25587;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775812,681934,-0.515818,0.255951;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633001,383379,1.08231,0.256165;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651147,356518,-1.20921,-0.256333;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494558,393982,0.671938,-0.25652;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527283,467340,0.460731,0.256544;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.07E+06,591690,1.19164,0.25701;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605642,536206,0.499058,0.257164;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384354,373877,-0.196601,-0.257432;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423817,400216,-0.297225,-0.257551;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745497,442999,-1.10951,-0.258193;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511716,484055,0.329204,-0.258296;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685066,520308,-0.773178,0.258424;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570557,494565,-0.480205,-0.258509;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808125,679093,-0.596912,0.258937;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521747,469550,-0.45719,0.259426;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.03E+06,834393,0.667938,0.260283;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648211,622402,0.274112,0.260332;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.31E+06,1.23E+06,0.307839,-0.261301;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02E+06,344531,-1.7431,0.261692;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296115,293932,-0.070466,-0.261732;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493663,404533,0.650716,-0.261855;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767742,415382,-1.22435,0.261867;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392779,342940,0.528266,-0.262027;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497456,490913,-0.125213,-0.262394;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341272,290182,-0.580143,0.263384;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691214,299153,1.47534,-0.26392;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807589,682820,0.582545,0.264445;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21E+06,641333,1.25136,0.264597;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922190,370563,1.55979,0.265117;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577958,555388,-0.265808,-0.265327;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.84E+06,345065,2.35897,-0.265478;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.03E+06,2.03E+06,-0.0109146,0.265897;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332869,310847,0.364474,0.266027;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511870,466367,-0.403383,-0.26617;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969782,899763,-0.381679,0.266316;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654674,405209,-1.05769,-0.266574;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785632,338118,1.4849,-0.266665;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317998,309593,-0.216465,0.266671;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587334,477401,-0.614363,-0.266712;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591089,538432,0.418559,-0.266769;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183020,180978,-0.0794624,-0.266872;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654824,652820,-0.0491309,-0.266934;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454925,453145,0.0650225,0.267148;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790533,737153,0.366701,-0.267166;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.04E+06,734883,0.883099,0.267242;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
